Course_Code,Section,Course_Name_EN,Original_Course_Name,Teaching_in_English,Program_Year,Course_Type,Instructor_EN,Original_Index
CS106,B,Computer ProgrammingI 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 人工智慧與金融科技微學程 人工智慧與金融科技學程 互動多媒體微學程 互動多媒體學程 智慧校園與智慧照護學程,Computer ProgrammingI *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *互動多媒體微學程 *互動多媒體學程 *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Shang-Kuan Chen,39
CS140,A,Introduction to Computer Science 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to Computer Science *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Ran-Zan Wang,40
CS140,B,Introduction to Computer Science Teaching in English 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to Computer Science *Teaching in English *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,True,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,HO QUANG THAI,41
CS147,A,CalculusI,CalculusI,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,I-Shyan Hwang,42
CS152,A,General Physics,General Physics,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Elective Courses,"CHEN,YEONG-MAW",43
CS154,A,Introduction to Medical EngineeringI,Introduction to Medical EngineeringI,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Elective Courses,"HOU,PEI-YU",44
CS380,A,Web Programming 互動多媒體微學程 互動多媒體學程 智慧校園與智慧照護學程,Web Programming *互動多媒體微學程 *互動多媒體學程 *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Elective Courses,Yu-Yen Ou,45
CS380,B,Web Programming 互動多媒體微學程 互動多媒體學程 智慧校園與智慧照護學程,Web Programming *互動多媒體微學程 *互動多媒體學程 *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Elective Courses,Ting-Ying Chien,46
CS226,A,Probability and Statistics,Probability and Statistics,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",Department Compulsory Courses,Yieh-Ran Haung,47
CS305,A,Introduction to Operating System 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to Operating System *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",Department Compulsory Courses,Cheng-Zen Yang,48
CS309,A,Introduction to Algorithms 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 人工智慧與金融科技微學程 人工智慧與金融科技學程 金融科技微學程四,Introduction to Algorithms *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *金融科技微學程四,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",Department Compulsory Courses,"BO-KAI, HSU",49
CS311,A,Introduction to Computer Networks,Introduction to Computer Networks,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",,Yieh-Ran Haung,50
CS321,A,Introduction to Compiler 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to Compiler *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",,YI-HUAI HSU,51
CS321,B,Introduction to Compiler Teaching in English 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to Compiler *Teaching in English *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,True,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",,HO QUANG THAI,52
CS322,A,Mobile Application Programming 互動多媒體微學程 互動多媒體學程,Mobile Application Programming *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",Department Elective Courses,,53
CS337,A,Cloud Computing and Services 人工智慧與金融科技微學程 人工智慧與金融科技學程 金融科技微學程二 智慧校園與智慧照護學程,Cloud Computing and Services *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *金融科技微學程二 *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",,"CHEN,LEE SHU-TENG",54
CS341,A,Introduction to Biology 人工智慧與生物資訊微學程 人工智慧與生物資訊學程,Introduction to Biology *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",Department Elective Courses,,55
CS349,A,Artificial Intelligence of Things 人工智慧與金融科技微學程 人工智慧與金融科技學程 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程 智慧校園與智慧照護學程,Artificial Intelligence of Things *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程 *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",,)、陳尚寬(Shang-Kuan Chen,56
CS378,A,Introduction to VLSI Design 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to VLSI Design *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",,Wang-Dauh Tseng,57
CS383,A,Introduction to Medical ImagingI,Introduction to Medical ImagingI,False,"Department of Computer Science and Engineering(Undergraduate Program) , Junior",Department Elective Courses,,58
CS352,A,Introduction to Database System 人工智慧與生物資訊微學程 人工智慧與生物資訊學程,Introduction to Database System *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,"HU,SHU-CHIUNG",59
CS354,A,Introduction to Computer and Network Security,Introduction to Computer and Network Security,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,60
CS412,A,Data Mining 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 人工智慧與金融科技微學程 人工智慧與金融科技學程 智慧校園與智慧照護學程,Data Mining *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *智慧校園與智慧照護學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,"BO-KAI, HSU",61
CS416,A,Special ProjectI,Special ProjectI,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,62
CS417,A,Special ProjectII,Special ProjectII,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,63
CS417,B,Special ProjectII,Special ProjectII,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,64
CS417,C,Special ProjectII,Special ProjectII,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,65
CS423,A,Network LabI,Network LabI,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",Department Elective Courses,,66
CS426,A,Practical TrainingIII,Practical TrainingIII,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,67
CS426,B,Practical TrainingIII,Practical TrainingIII,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,68
CS426,C,Practical TrainingIII,Practical TrainingIII,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,69
CS427,A,Practical TrainingIV,Practical TrainingIV,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,70
CS427,B,Practical TrainingIV,Practical TrainingIV,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,71
CS427,C,Practical TrainingIV,Practical TrainingIV,False,"Department of Computer Science and Engineering(Undergraduate Program) , Senior",,,72
CS114,A,Computer ProgrammingII 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 人工智慧與金融科技微學程 人工智慧與金融科技學程 互動多媒體微學程 互動多媒體學程,Computer ProgrammingII *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,,73
CS153,A,Circuit Theory,Circuit Theory,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Wang-Dauh Tseng,74
CS203,A,Data Structures 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 互動多媒體微學程 互動多媒體學程,Data Structures *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Ji-Cherng Lin,75
CS203,B,Data Structures 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 互動多媒體微學程 互動多媒體學程,Data Structures *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Ting-Ying Chien,76
CS204,A,Digital System Design,Digital System Design,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Wang-Dauh Tseng,77
CS206,A,Digital Systems Design and Practice,Digital Systems Design and Practice,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,"Ming-Yi,Lin",78
CS206,B,Digital Systems Design and Practice,Digital Systems Design and Practice,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,"Ming-Yi,Lin",79
CS229,A,Introduction to Data Communications,Introduction to Data Communications,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,I-Shyan Hwang,80
CS229,B,Introduction to Data Communications,Introduction to Data Communications,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Tein-Yaw Chung,81
CS233,A,Linear Algebra,Linear Algebra,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,"Lin,Yu-Cheng",82
CS233,B,Linear Algebra,Linear Algebra,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Ting-Ying Chien,83
CS249,A,Windows Programming 互動多媒體微學程 互動多媒體學程,Windows Programming *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,Chih-Yueh Chou,84
CS258,A,Introduction to Therapeutic Radiology,Introduction to Therapeutic Radiology,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,"Chen-Xiong,Hsu",85
DE101,A,Calculus I Teaching in English,Calculus I *Teaching in English,True,"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,NGUYEN THI MY HANH,86
DE103,A,Computer Programming Lab.I Teaching in English 智慧製造學程,Computer Programming Lab.I *Teaching in English *智慧製造學程,True,"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Jiann-Shing Shieh,87
DE105,A,Introduction to Chemical Engineering & Materials Science Teaching in English,Introduction to Chemical Engineering & Materials Science *Teaching in English,True,"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,ENDER ERCAN,88
DE106,A,Introduction to Industrial Engineering Teaching in English,Introduction to Industrial Engineering *Teaching in English,True,"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,YOGI TRI PRASETYO,89
DE107,A1,General Chemistry Teaching in English,General Chemistry *Teaching in English,True,"International Bachelor Program in Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,"Lee,Hung-Lin",90
EI101,A,CalculusI Teaching in English,CalculusI *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,劉莫翰,91
EI103,A,General PhysicsI Teaching in English,General PhysicsI *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,,92
EI103,B,General PhysicsI Teaching in English,General PhysicsI *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,,93
EI105,A,Introduction to Computer Science Teaching in English,Introduction to Computer Science *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,BALAJI GURURAJAN,94
EI109,A,Programming Language LabsI Teaching in English,Programming Language LabsI *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,SYED HUMAYOON SHAH,95
EI111,A,Science and Technology English Conversation Teaching in English,Science and Technology English Conversation *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Jonathon David White,96
EI115,A,Linear Algebra Teaching in English,Linear Algebra *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program), Freshmen",Department Elective Courses,ANAM MUNIR,97
EI201,A,ElectronicsI Teaching in English,ElectronicsI *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,BALAJI GURURAJAN,98
EI203,A,Engineering MathematicsI Teaching in English,Engineering MathematicsI *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,SYED HUMAYOON SHAH,99
EI205,A,Circuit Theory Teaching in English,Circuit Theory *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Ying Li,100
EI207,A,Electronic Circuits ExperimentsI Teaching in English,Electronic Circuits ExperimentsI *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,BALAJI GURURAJAN,101
EI209,A,Science and Technology English Writing Teaching in English 專業科技傳播學程,Science and Technology English Writing *Teaching in English *專業科技傳播學程,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,Jonathon David White,102
EI211,A,Probability for Engineers,Probability for Engineers,False,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,Wei-Tyng Hong,103
EI211,B,Probability for Engineers,Probability for Engineers,False,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,Wei-Tyng Hong,104
EI219,A,Data Structures,Data Structures,False,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,"HUANG, YU-HUI",105
EI219,B,Data Structures,Data Structures,False,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,"HUANG, YU-HUI",106
EI221,A,Innovations in Medical High-Tech Applications Teaching in English,Innovations in Medical High-Tech Applications *Teaching in English,True,"International Bachelor Program in Electrical and Communication Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,"Wang,Shan-Ying",107
EEB101,A,CalculusI,CalculusI,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,,108
EEB101,B,CalculusI,CalculusI,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Shih-Kai Lee,109
EEB108,A,Introduction to Computer Science 物聯網學程,Introduction to Computer Science *物聯網學程,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,"Po-Chiang,Lin",110
EEB108,B,Introduction to Computer Science 物聯網學程,Introduction to Computer Science *物聯網學程,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,"Po-Chiang,Lin",111
EEB110,A,Linear Algebra 數位科技應用學程,Linear Algebra *數位科技應用學程,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Chia-Chi Huang,112
EEB110,B,Linear Algebra 數位科技應用學程,Linear Algebra *數位科技應用學程,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Chia-Chi Huang,113
EEB116,A,General Physics,General Physics,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Wen-Ping Lai,114
EEB116,B,General Physics,General Physics,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,,115
EEB126,A,Programming Language Labs I 人工智慧學程,Programming Language Labs I *人工智慧學程,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Chien-Cheng Lee,116
EEB126,B,Programming Language Labs I 人工智慧學程,Programming Language Labs I *人工智慧學程,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Chien-Cheng Lee,117
EEC101,A,General PhysicsI Teaching in English,General PhysicsI *Teaching in English,True,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Yu-Shan Juan,118
EEC105,A,CalculusI Teaching in English,CalculusI *Teaching in English,True,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Chih-Hao Chang,119
EEC107,A,Introduction to Computer Science 物聯網學程,Introduction to Computer Science *物聯網學程,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Elective Courses,,120
EEC113,A,Programming Language Lab I,Programming Language Lab I,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Compulsory Courses,Nien-Po Chen,121
EEC115,A,Introduction of Electronic Engineering,Introduction of Electronic Engineering,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Elective Courses,"Jau-Yang,Wu",122
EEC116,A,Introduction to Semiconductor Industry,Introduction to Semiconductor Industry,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Elective Courses,"Jau-Yang,Wu",123
EEC313,A,Photonics Industry 通訊產業與管理學程（電通學院） 通訊產業與管理學程（管院）,Photonics Industry *通訊產業與管理學程（電通學院） *通訊產業與管理學程（管院）,False,"Department of Electrical Engineering(Undergraduate Program), Freshmen",Department Elective Courses,Yu-Shan Juan,124
EEC201,A,Circuit Theory 智慧型控制學程 智慧電網學程,Circuit Theory *智慧型控制學程 *智慧電網學程,False,"Department of Electrical Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Tien-Lung Chiu,125
EEC202,A,Engineering MathematicsI,Engineering MathematicsI,False,"Department of Electrical Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Chulung Chen,126
EEC204,A,ElectronicsI 全校性跨領域--材料科技學程 全校性跨領域--綠色能源學程 智慧型控制學程 智慧電網學程 積體電路設計學程,ElectronicsI *全校性跨領域--材料科技學程 *全校性跨領域--綠色能源學程 *智慧型控制學程 *智慧電網學程 *積體電路設計學程,False,"Department of Electrical Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,,127
EEC206,A,Electronic Circuits Lab.I,Electronic Circuits Lab.I,False,"Department of Electrical Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,,128
EEC208,A,ElectromagneticsI 全校性跨領域--綠色能源學程 智慧電網學程,ElectromagneticsI *全校性跨領域--綠色能源學程 *智慧電網學程,False,"Department of Electrical Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Nen-Wen Pu,129
EEC321,A,Electro-Optics Programming,Electro-Optics Programming,False,"Department of Electrical Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,Nien-Po Chen,130
CZ105,A,Fundamental Statistical Analysis,Fundamental Statistical Analysis,False,"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",Department Compulsory Courses,,131
CZ106,A,Energy Technology,Energy Technology,False,"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",Department Elective Courses,,132
CZ107,A,Greenhouse Gas Inventory Technology,Greenhouse Gas Inventory Technology,False,"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",Department Compulsory Courses,"CHEN,HUAI-CHIEH",133
CZ108,A,Net Zero Carbon Strategic Planning,Net Zero Carbon Strategic Planning,False,"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",Department Compulsory Courses,Ching-Ying Yu,134
CZ112,A,Material & Energy Balance,Material & Energy Balance,False,"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",Department Compulsory Courses,Chi-Wei Lan,135
CZ114,A,Climate Change Impact,Climate Change Impact,False,"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",Department Elective Courses,Chien-Te Hsieh,136
CZ123,A,Training Course of ISO 14067,Training Course of ISO 14067,False,"Post-Baccalaureate Program for Carbon Zero Sustainable Development Preparatory Office(Undergraduate Program), Freshmen",Department Elective Courses,"CHEN,HUAI-CHIEH",137
ME517,A,Finite Element Method,Finite Element Method,False,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,Niann-i Yu,138
ME553,A,Electrochemical Engineering 全校性跨領域--綠色能源學程,Electrochemical Engineering *全校性跨領域--綠色能源學程,False,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,Fangbor Weng,139
ME570,B,Incineration,Incineration,False,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,,140
ME577,B,Fire Protection Engineering,Fire Protection Engineering,False,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,"Yu,Chia-Chun",141
ME584,A,Advanced Technologies in Energy and its Applications Teaching in English 全校性跨領域--綠色能源學程,Advanced Technologies in Energy and its Applications *Teaching in English *全校性跨領域--綠色能源學程,True,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,ABDULAZIZ IMADALDDIN ABDULAZIZ MOHAMED ATABANI,142
ME602,B,Robotics 智慧製造學程,Robotics *智慧製造學程,False,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,Chwan-Hsen Chen,143
ME612,B,Introduction to Semiconductor Manufacturing Technology,Introduction to Semiconductor Manufacturing Technology,False,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,CHUANG SHENG MING,144
ME613,A,Artificial Intelligence Teaching in English 智慧製造學程,Artificial Intelligence *Teaching in English *智慧製造學程,True,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,Ta-Chung Yang,145
ME614,B,Introduction to Power System Integration,Introduction to Power System Integration,False,"Department of Mechanical Engineering(Master Program) , First Year",Department Elective Courses,"LIANG,PEI-FANG",146
CH502,A,Technical Writing Teaching in English,Technical Writing *Teaching in English,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",,NDUMISO VUKILE MDLOVU,147
CH503,A,Advanced Chemical Engineering Kinetics Teaching in English,Advanced Chemical Engineering Kinetics *Teaching in English,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",,"LIN,KUN-SUNG",148
CH511,B,Design for Experimental,Design for Experimental,False,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,Chien-Te Hsieh,149
CH525,A,Advanced Instrumental Analysis Teaching in English 全校性跨領域--材料科技學程,Advanced Instrumental Analysis *Teaching in English *全校性跨領域--材料科技學程,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,Chau-Kuang Liau,150
CH535,A,Special Topics on Controlled Drug Release Teaching in English 生技醫藥產業學程,Special Topics on Controlled Drug Release *Teaching in English *生技醫藥產業學程,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,Yi-Ming Sun,151
CH566,A,Special Topics on Proton-exchange-membrane Fuel Cells Teaching in English 全校性跨領域--材料科技學程,Special Topics on Proton-exchange-membrane Fuel Cells *Teaching in English *全校性跨領域--材料科技學程,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,Hsiu-Li Lin,152
CH570,B,Technical Writing,Technical Writing,False,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",,紀佩兒,153
CH586,B,Environmental Biotechnology 生技醫藥產業學程,Environmental Biotechnology *生技醫藥產業學程,False,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,,154
CH589,B,Special Topics on Organic Semiconductor Materials,Special Topics on Organic Semiconductor Materials,False,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,,155
CH600,A,Physical Chemistry of Materials Teaching in English 全校性跨領域--材料科技學程,Physical Chemistry of Materials *Teaching in English *全校性跨領域--材料科技學程,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",,Cheng-En Ho,156
CH609,A,Regenerative Medicine Teaching in English,Regenerative Medicine *Teaching in English,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,"Pan,Yi-Ju",157
CH623,A,SeminarI Teaching in English,SeminarI *Teaching in English,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Compulsory Courses,KHOO KUAN SHIONG,158
CH625,A,Introduction to Magnetic Materials Teaching in English 全校性跨領域--材料科技學程,Introduction to Magnetic Materials *Teaching in English *全校性跨領域--材料科技學程,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,An-Cheng Sun,159
CH701,A,Materials and Processing of Lithium Battery Teaching in English 全校性跨領域--材料科技學程,Materials and Processing of Lithium Battery *Teaching in English *全校性跨領域--材料科技學程,True,"Department of Chemical Engineering and Materials Science(Master Program) , First Year",Department Elective Courses,I-Ming Hung,160
IE503,A,Simulation Teaching in English,Simulation *Teaching in English,True,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,,161
IE507,A,Mathematical ProgrammingI Teaching in English,Mathematical ProgrammingI *Teaching in English,True,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,Yun-Chia Liang,162
IE520,B,Taguchi Quality Engineering,Taguchi Quality Engineering,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,"CHEN,PEI-WEN",163
IE531,B,Advanced Quality Control,Advanced Quality Control,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Compulsory Courses,Chia-Cheng Chen,164
IE538,A,Experimental Design and Applications,Experimental Design and Applications,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,Yun-Shiow Chen,165
IE541,B,Decision Analysis,Decision Analysis,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,Gen-Han Wu,166
IE543,B,Production Planning,Production Planning,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,Yun-Kung Chung,167
IE565,B,Human Factors,Human Factors,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,CHIN-MEI CHOU,168
IE581,A,Service Systems Design Teaching in English,Service Systems Design *Teaching in English,True,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,Henyi Jen,169
IE586,A,Seminar,Seminar,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Compulsory Courses,Chen-ju Lin,170
IE593,B,Advanced Production Control,Advanced Production Control,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Compulsory Courses,Chi-Yang Tsai,171
IE625,A,Big Data Analytics Teaching in English,Big Data Analytics *Teaching in English,True,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,Chia-Cheng Chen,172
IE630,A,Advanced Project Management Teaching in English,Advanced Project Management *Teaching in English,True,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,"Yu-Tzu,Chen",173
IE631,A,Sustainable Development,Sustainable Development,False,"Department of Industrial Engineering and Management(Master Program) , First Year",Department Elective Courses,"Yu-Tzu,Chen",174
